제작품,만드는 작업대 수,가장 빠른 작업대,1개당 작업량(최고 속도),전체 작업대(1개당 작업량),key
모에로틀 백화 머리장식,4,전기 재봉 작업대,939,"전기 재봉 작업대(939), 재봉 작업대(1029), 모에로틀 기계 방직기(3375), 모에로틀 방직기(4909)",T:Axolotl_HundredFlowersHeaddress
모에로틀 백화 외투,4,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 모에로틀 기계 방직기(5625), 모에로틀 방직기(8182)",T:Axolotl_BaihuaRobe
모에로틀 벼락 맞은 부도목검,2,전기 단조 작업대,2609,"전기 단조 작업대(2609), 단조 작업대(2609)",T:RM_LigtningStruckWoodSword
모에로틀 벽영검,2,전기 단조 작업대,13913,"전기 단조 작업대(13913), 단조 작업대(13913)",T:Axolotl_Turquoise_shadow
모에로틀 별 머리장식,4,전기 재봉 작업대,7826,"전기 재봉 작업대(7826), 재봉 작업대(8571), 모에로틀 기계 방직기(28125), 모에로틀 방직기(40909)",T:TAWM_Axolotl_LingXing
모에로틀 보물 주머니,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_TreasurePouch
모에로틀 보물 표주박,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_TreasureGourd
모에로틀 보호복,6,전기 재봉 작업대,8348,"전기 재봉 작업대(8348), 전기 단조 작업대(8348), 단조 작업대(8348), 재봉 작업대(9143), 모에로틀 기계 방직기(30000), 모에로틀 방직기(43636)",T:Axolotl_ProtectiveUnderwear
모에로틀 복주머니,4,전기 재봉 작업대,835,"전기 재봉 작업대(835), 재봉 작업대(914), 모에로틀 기계 방직기(3000), 모에로틀 방직기(4364)",T:Axolotl_LuckyBellyPocket
모에로틀 복파 외투,4,전기 재봉 작업대,15652,"전기 재봉 작업대(15652), 재봉 작업대(17143), 모에로틀 기계 방직기(56250), 모에로틀 방직기(81818)",T:Axolotl_TidalWaveRobe
모에로틀 봉황관,4,전기 재봉 작업대,9391,"전기 재봉 작업대(9391), 재봉 작업대(10286), 모에로틀 기계 방직기(33750), 모에로틀 방직기(49091)",T:Axolotl_PhoenixCrown
모에로틀 부광복,4,전기 재봉 작업대,10435,"전기 재봉 작업대(10435), 재봉 작업대(11429), 모에로틀 기계 방직기(37500), 모에로틀 방직기(54545)",T:Axolotl_LuminousGarment
모에로틀 부도목검,2,전기 단조 작업대,2609,"전기 단조 작업대(2609), 단조 작업대(2609)",T:RM_PeachWoodSword
모에로틀 부적 쇠뇌,2,전기 단조 작업대,3826,"전기 단조 작업대(3826), 단조 작업대(3826)",T:RM_IncantationCrossbow
모에로틀 부채,2,전기 단조 작업대,1565,"전기 단조 작업대(1565), 단조 작업대(1565)",T:Axolotl_FeatherFan
모에로틀 분홍 스웨터,4,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 모에로틀 기계 방직기(5625), 모에로틀 방직기(8182)",T:Axolotl_PinkSweater
모에로틀 붉은 두건,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_RedHood
모에로틀 붉은 망토,4,전기 재봉 작업대,3130,"전기 재봉 작업대(3130), 재봉 작업대(3429), 모에로틀 기계 방직기(11250), 모에로틀 방직기(16364)",T:Axolotl_RedCape
모에로틀 붙임 부적,4,전기 재봉 작업대,35,"전기 재봉 작업대(35), 재봉 작업대(38), 모에로틀 기계 방직기(125), 모에로틀 방직기(182)",T:Axolotl_IncantationPatch
모에로틀 비호 가면,2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:Axolotl_SwiftTigerWhiteFace
모에로틀 뿔 머리장식,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_MoeLotlHorns
모에로틀 사냥복,4,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 모에로틀 기계 방직기(5625), 모에로틀 방직기(8182)",T:Axolotl_HunterClothes
모에로틀 사우 외투,4,전기 재봉 작업대,6261,"전기 재봉 작업대(6261), 재봉 작업대(6857), 모에로틀 기계 방직기(22500), 모에로틀 방직기(32727)",T:Axolotl_ClearFeatherCloak
모에로틀 삼색이 망토,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_KittyRope
모에로틀 상모,4,전기 재봉 작업대,939,"전기 재봉 작업대(939), 재봉 작업대(1029), 모에로틀 기계 방직기(3375), 모에로틀 방직기(4909)",T:Axolotl_FuneralHat
모에로틀 상복,4,전기 재봉 작업대,5565,"전기 재봉 작업대(5565), 재봉 작업대(6095), 모에로틀 기계 방직기(20000), 모에로틀 방직기(29091)",T:Axolotl_FuneralAttire
모에로틀 상한 영의,4,전기 재봉 작업대,8348,"전기 재봉 작업대(8348), 재봉 작업대(9143), 모에로틀 기계 방직기(30000), 모에로틀 방직기(43636)",T:Axolotl_FrostyLotlQiGarment
모에로틀 성직자 의복,4,전기 재봉 작업대,5217,"전기 재봉 작업대(5217), 재봉 작업대(5714), 모에로틀 기계 방직기(18750), 모에로틀 방직기(27273)",T:Axolotl_ClergyUniform
모에로틀 속옷,4,전기 재봉 작업대,104,"전기 재봉 작업대(104), 재봉 작업대(114), 모에로틀 기계 방직기(375), 모에로틀 방직기(545)",T:Axolotl_IntimateUndergarment
모에로틀 야막사,4,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 모에로틀 기계 방직기(7500), 모에로틀 방직기(10909)",T:Axolotl_NightGauze
모에로틀 어두운 속옷,4,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 모에로틀 기계 방직기(5625), 모에로틀 방직기(8182)",T:Axolotl_RedHoodUnderwear
모에로틀 어린이 소박한 옷,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_SimpleChildCloth
모에로틀 어린이 야광룡 모자,4,전기 재봉 작업대,365,"전기 재봉 작업대(365), 재봉 작업대(400), 모에로틀 기계 방직기(1312), 모에로틀 방직기(1909)",T:Axolotl_NightLightHat
모에로틀 어린이 야광룡 후드티,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_NightLightHoodie
모에로틀 연노,2,전기 단조 작업대,4174,"전기 단조 작업대(4174), 단조 작업대(4174)",T:Axolotl_MoeLotlCrossBow_Basic
모에로틀 염황 어갑,1,조립 작업대,26087,조립 작업대(26087),T:Axolotl_FlameVermilionBirdArmour
모에로틀 염황관,1,조립 작업대,7826,조립 작업대(7826),T:Axolotl_FlameVermilionBirdCrown
모에로틀 염황활도,1,조립 작업대,7826,조립 작업대(7826),T:Axolotl_Flame_VermilionBird_Machete
모에로틀 영일 외투,4,전기 재봉 작업대,6261,"전기 재봉 작업대(6261), 재봉 작업대(6857), 모에로틀 기계 방직기(22500), 모에로틀 방직기(32727)",T:Axolotl_SunlitRobe
모에로틀 영학 영의,4,전기 재봉 작업대,6261,"전기 재봉 작업대(6261), 재봉 작업대(6857), 모에로틀 기계 방직기(22500), 모에로틀 방직기(32727)",T:Axolotl_CraneSongLotlQiGarment
모에로틀 왕생복,4,전기 재봉 작업대,209,"전기 재봉 작업대(209), 재봉 작업대(229), 모에로틀 기계 방직기(750), 모에로틀 방직기(1091)",T:Axolotl_GarbOfRebirth
모에로틀 용상모,4,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343), 모에로틀 기계 방직기(1125), 모에로틀 방직기(1636)",T:Axolotl_DragonFortuneHat
모에로틀 우령 가면,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_PlumageEyeCover
모에로틀 운경 어갑,1,조립 작업대,26087,조립 작업대(26087),T:Axolotl_CelestialWhaleArmour
모에로틀 운경관,1,조립 작업대,7826,조립 작업대(7826),T:Axolotl_CelestialWhaleCrown
모에로틀 운석 영의,4,전기 재봉 작업대,8348,"전기 재봉 작업대(8348), 재봉 작업대(9143), 모에로틀 기계 방직기(30000), 모에로틀 방직기(43636)",T:Axolotl_MeteoriteQiGarment
모에로틀 월계복,4,전기 재봉 작업대,8348,"전기 재봉 작업대(8348), 재봉 작업대(9143), 모에로틀 기계 방직기(30000), 모에로틀 방직기(43636)",T:Axolotl_LaurelUnderwear
모에로틀 유아 알록달록 스웨터,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_RainbowSweater
모에로틀 유아 우비,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_Raincoat
모에로틀 유아 우비 모자,4,전기 재봉 작업대,365,"전기 재봉 작업대(365), 재봉 작업대(400), 모에로틀 기계 방직기(1312), 모에로틀 방직기(1909)",T:Axolotl_RaincoatHat
모에로틀 윤건,4,전기 재봉 작업대,835,"전기 재봉 작업대(835), 재봉 작업대(914), 모에로틀 기계 방직기(3000), 모에로틀 방직기(4364)",T:Axolotl_SilkRibbonTurban
모에로틀 읍혼 외투,4,전기 재봉 작업대,6261,"전기 재봉 작업대(6261), 재봉 작업대(6857), 모에로틀 기계 방직기(22500), 모에로틀 방직기(32727)",T:Axolotl_WeepingSpecterRobe
모에로틀 응준 연노,2,전기 단조 작업대,8348,"전기 단조 작업대(8348), 단조 작업대(8348)",T:Axolotl_MoeLotlCrossBow_Advanced
모에로틀 자수 목도리,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_EmbroideredScarf
모에로틀 잠옷,4,전기 재봉 작업대,157,"전기 재봉 작업대(157), 재봉 작업대(171), 모에로틀 기계 방직기(562), 모에로틀 방직기(818)",T:Axolotl_SilkPyjamas
모에로틀 적괴 영의,4,전기 재봉 작업대,5217,"전기 재봉 작업대(5217), 재봉 작업대(5714), 모에로틀 기계 방직기(18750), 모에로틀 방직기(27273)",T:Axolotl_Nine-hellRobe
모에로틀 적괴도,2,전기 단조 작업대,6261,"전기 단조 작업대(6261), 단조 작업대(6261)",T:Axolotl_CrimsonBlade
모에로틀 적록 가면,2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:Axolotl_RedAntlerNoodle
모에로틀 전정화도,2,전기 단조 작업대,8348,"전기 단조 작업대(8348), 단조 작업대(8348)",T:Axolotl_IndigoFlower
모에로틀 전풍검,2,전기 단조 작업대,8348,"전기 단조 작업대(8348), 단조 작업대(8348)",T:Axolotl_WindWrappingSword
모에로틀 제운복,4,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 모에로틀 기계 방직기(7500), 모에로틀 방직기(10909)",T:Axolotl_CloudRobe
모에로틀 종사 도포,4,전기 재봉 작업대,6087,"전기 재봉 작업대(6087), 재봉 작업대(6667), 모에로틀 기계 방직기(21875), 모에로틀 방직기(31818)",T:Axolotl_TaoistMasterRobe
모에로틀 쥐 인형옷,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_RatCostume
모에로틀 쥐 인형탈,4,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343), 모에로틀 기계 방직기(1125), 모에로틀 방직기(1636)",T:Axolotl_RatCostumeHat
모에로틀 차이나드레스,4,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 모에로틀 기계 방직기(7500), 모에로틀 방직기(10909)",T:Axolotl_SilkCheongsam
모에로틀 찹쌀 주머니,3,전기 재봉 작업대,1391,"전기 재봉 작업대(1391), 재봉 작업대(1524), 모에로틀 방직기(7273)",T:RM_StickyRiceBag
모에로틀 철퇴,2,전기 단조 작업대,1252,"전기 단조 작업대(1252), 단조 작업대(1252)",T:Axolotl_Hammer
모에로틀 청운 영의,4,전기 재봉 작업대,7304,"전기 재봉 작업대(7304), 재봉 작업대(8000), 모에로틀 기계 방직기(26250), 모에로틀 방직기(38182)",T:Axolotl_VerdantLotlQiGarment
모에로틀 체크무늬 목도리,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_PlaidScarf
모에로틀 취묵 외투,4,전기 재봉 작업대,6087,"전기 재봉 작업대(6087), 재봉 작업대(6667), 모에로틀 기계 방직기(21875), 모에로틀 방직기(31818)",T:Axolotl_InkGatheringRobe
모에로틀 치령관,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_Pheasant-PlumeCoronet
모에로틀 치염 영의,4,전기 재봉 작업대,8348,"전기 재봉 작업대(8348), 재봉 작업대(9143), 모에로틀 기계 방직기(30000), 모에로틀 방직기(43636)",T:Axolotl_FlameLotlQiGarment
모에로틀 타골창,2,전기 단조 작업대,8348,"전기 단조 작업대(8348), 단조 작업대(8348)",T:Axolotl_Bone-SpitterSpear
모에로틀 탁지 연노,2,전기 단조 작업대,6261,"전기 단조 작업대(6261), 단조 작업대(6261)",T:Axolotl_MoeLotlCrossBow_Intermediate
모에로틀 파진 연노,2,전기 단조 작업대,8348,"전기 단조 작업대(8348), 단조 작업대(8348)",T:Axolotl_BattlebreakerCrossbow
모에로틀 판다 머리장식,4,전기 재봉 작업대,261,"전기 재봉 작업대(261), 재봉 작업대(286), 모에로틀 기계 방직기(938), 모에로틀 방직기(1364)",T:Axolotl_PandaHeaddress
모에로틀 판다 잠옷,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_PandaPajamas
모에로틀 패딩,4,전기 재봉 작업대,1739,"전기 재봉 작업대(1739), 재봉 작업대(1905), 모에로틀 기계 방직기(6250), 모에로틀 방직기(9091)",T:Axolotl_Yurongfu
모에로틀 평민복,4,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 모에로틀 기계 방직기(5625), 모에로틀 방직기(8182)",T:Axolotl_CasualWear
모에로틀 학자복,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_ScholarGarb
모에로틀 한해운경포,1,조립 작업대,10435,조립 작업대(10435),T:Axolotl_VastSeaCelestialWhaleCannon
모에로틀 행낭,4,전기 재봉 작업대,626,"전기 재봉 작업대(626), 재봉 작업대(686), 모에로틀 기계 방직기(2250), 모에로틀 방직기(3273)",T:Axolotl_MoeLotlBackpack
모에로틀 혈모 철립,2,전기 단조 작업대,2087,"전기 단조 작업대(2087), 단조 작업대(2087)",T:Axolotl_Crimson-EyeVeil
모에로틀 형향 외투,4,전기 재봉 작업대,6261,"전기 재봉 작업대(6261), 재봉 작업대(6857), 모에로틀 기계 방직기(22500), 모에로틀 방직기(32727)",T:Axolotl_FragrantSleeves
모에로틀 호심경,4,전기 재봉 작업대,3130,"전기 재봉 작업대(3130), 재봉 작업대(3429), 모에로틀 기계 방직기(11250), 모에로틀 방직기(16364)",T:Axolotl_HeartwardMirrorplate
모에로틀 혼례복,4,전기 재봉 작업대,10435,"전기 재봉 작업대(10435), 재봉 작업대(11429), 모에로틀 기계 방직기(37500), 모에로틀 방직기(54545)",T:Axolotl_AfterglowMarriageRobe
모에로틀 홍사 머리장식,4,전기 재봉 작업대,574,"전기 재봉 작업대(574), 재봉 작업대(629), 모에로틀 기계 방직기(2062), 모에로틀 방직기(3000)",T:Axolotl_RedSilkHairband
모에로틀 흑금총,2,전기 단조 작업대,4174,"전기 단조 작업대(4174), 단조 작업대(4174)",T:Axolotl_BlackGoldFirearm
모에로틀 흑룡 모자,4,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 모에로틀 기계 방직기(3750), 모에로틀 방직기(5455)",T:Axolotl_BlackDragonHat
모에로틀 흑룡 후드티,4,전기 재봉 작업대,3130,"전기 재봉 작업대(3130), 재봉 작업대(3429), 모에로틀 기계 방직기(11250), 모에로틀 방직기(16364)",T:Axolotl_BlackDragonHoodie
모에로틀 흑무상 모자,4,전기 재봉 작업대,939,"전기 재봉 작업대(939), 재봉 작업대(1029), 모에로틀 기계 방직기(3375), 모에로틀 방직기(4909)",T:Axolotl_BlackImpermanenceHat
모에로틀 흑무상 치마,4,전기 재봉 작업대,5565,"전기 재봉 작업대(5565), 재봉 작업대(6095), 모에로틀 기계 방직기(20000), 모에로틀 방직기(29091)",T:Axolotl_BlackImpermanenceSkirt
모조생명 등짐,1,생체강 성형 작업대,670,생체강 성형 작업대(670),T:Apparel_DeadlifePack
모조생명 포탄,1,생체강 성형 작업대,82,생체강 성형 작업대(82),T:Shell_Deadlife
목걸이 (드라고니안 프리무스),2,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343)",T:DR_Necklace_DP2Unofficial
목재,2,무역 보고 장치,75,"무역 보고 장치(75), 무역 보고 증서(75)",T:WoodLog
몸싸개,3,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343), 간이 제작 장소(1636)",T:Apparel_TribalA
무기 분해,2,전기로,286,"전기로(286), 용광로(288)",R:SmeltWeapon
무기 소각,2,전기 화장터,11,"전기 화장터(11), 모닥불(52)",R:BurnWeapon
무기 처리,2,전기로,71,"전기로(71), 용광로(72)",R:DestroyWeapon
무릎 송곳,1,기계 작업대,2609,기계 작업대(2609),T:KneeSpike
무선통신 헤드셋,1,기계 작업대,365,기계 작업대(365),T:Apparel_AirwireHeadset
묵두,2,전기 단조 작업대,1913,"전기 단조 작업대(1913), 단조 작업대(1913)",T:RM_InkFountain
미니건,1,기계 작업대,10435,기계 작업대(10435),T:Gun_Minigun
미사일 센티피드,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_CentipedeMissile
미스티,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Misti
미식적인 디저트,3,전기 스토브,638,"전기 스토브(638), 스토브(638), 태양 조리대(1111)",T:VCE_GourmetDessert
미식적인 바베큐,1,그릴,500,그릴(500),T:VCE_GourmetGrill
미식적인 빵,3,전기 스토브,479,"전기 스토브(479), 스토브(479), 태양 조리대(833)",T:VCE_GourmetBake
미식적인 식사,3,전기 스토브,638,"전기 스토브(638), 스토브(638), 태양 조리대(1111)",T:VCE_MealGourmet
밀리라 개척자 주머니,3,전기 재봉 작업대,1670,"전기 재봉 작업대(1670), 재봉 작업대(1829), 밀리라 재단 작업대(2087)",T:Milira_PathfinderPocket
밀리라 검,1,태양 용광로,60000,태양 용광로(60000),T:Milira_SingleHandblade
밀리라 검은색 밀착형 드레스,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressC
밀리라 고스트 전술 고글,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_ShadowTacticalGoggles
밀리라 고스트 전술 슈트,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_ShadowCombatSuit
밀리라 글레이브,1,밀리라 범용 작업대,12174,밀리라 범용 작업대(12174),T:Milira_Glaive
밀리라 깃털 장식,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_FeatherDeco
밀리라 네메시스 아머,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_ElitePirateArmor
밀리라 네메시스 장식,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_ElitePirateDeco
밀리라 뇌명검,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_GreatSword_Pirate
밀리라 다이달로스 갑옷,1,태양 용광로,17143,태양 용광로(17143),T:Milira_DaedalusArmor
밀리라 다이달로스 날개,1,태양 용광로,21429,태양 용광로(21429),T:Milira_DaedalusWings
밀리라 다이달로스 왕관,1,태양 용광로,25714,태양 용광로(25714),T:Milira_DaedalusHelmet
밀리라 대거 전투복,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_CombatantSuit
밀리라 대검,1,태양 용광로,60000,태양 용광로(60000),T:Milira_TwoHandSword
밀리라 대검,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_HolySword
밀리라 대낫,1,태양 용광로,60000,태양 용광로(60000),T:Milira_Sickle
밀리라 대학 교복 (A형),3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressA
밀리라 대학 교복 (B형),3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressA_II
밀리라 랜스,1,태양 용광로,60000,태양 용광로(60000),T:Milira_Lance
밀리라 레비아탄 갑옷,1,태양 용광로,34286,태양 용광로(34286),T:Milira_LeviathanArmor
밀리라 레트로 기사 갑옷,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_RetroKnightArmor
밀리라 레트로 기사 투구,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_RetroKnightHelmet
밀리라 레트로 헌터 슈트,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_RetroHunterSuit
밀리라 레트로 헌터 헬멧,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_RetroHunterHelmet
밀리라 메카노이드 공명 헤드셋,3,전기 재봉 작업대,1878,"전기 재봉 작업대(1878), 재봉 작업대(2057), 밀리라 재단 작업대(2348)",T:Milira_SynesthesiaHeadset
밀리라 바람막이,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_Dustcoat
밀리라 발키리 갑옷,1,태양 용광로,34286,태양 용광로(34286),T:Milira_ValkyrArmor
밀리라 발키리 투구,1,태양 용광로,25714,태양 용광로(25714),T:Milira_ValkyrHelmet
밀리라 베레모,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:DL_Milira_DellinBeret
밀리라 보닛,4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_ImperiumOrdinaryHatI
밀리라 복고풍 해군 제복,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_RetroNavalUniform
밀리라 사냥꾼 모자,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_HunterCap
밀리라 사냥꾼 옷,3,전기 재봉 작업대,4174,"전기 재봉 작업대(4174), 재봉 작업대(4571), 밀리라 재단 작업대(5217)",T:Milira_HunterCloth
밀리라 사냥꾼 코트,3,전기 재봉 작업대,5565,"전기 재봉 작업대(5565), 재봉 작업대(6095), 밀리라 재단 작업대(6957)",T:Milira_HunterCoat
밀리라 사제복,4,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609), 밀리라 중력 직조기(2857)",T:Milira_Priest_Uniform
밀리라 선글라스,3,전기 재봉 작업대,522,"전기 재봉 작업대(522), 재봉 작업대(571), 밀리라 재단 작업대(652)",T:Milira_Sunglasses
밀리라 선글라스 (머리),3,전기 재봉 작업대,522,"전기 재봉 작업대(522), 재봉 작업대(571), 밀리라 재단 작업대(652)",T:Milira_SunglassesII
밀리라 셀레네 아머,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_NavalUniform
밀리라 셀레네 헤드셋,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_TacticalHeadset
밀리라 셀레스티얼 드레스,4,전기 재봉 작업대,522,"전기 재봉 작업대(522), 재봉 작업대(571), 밀리라 재단 작업대(652), 밀리라 중력 직조기(714)",T:Milira_CelestialDress
밀리라 셀레스티얼 머리 장식,4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_CelestialDressHairDeco
밀리라 소형 축전지,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_CapacitorI
밀리라 솜털 망토,3,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 밀리라 재단 작업대(1957)",T:Milira_PlushCape
밀리라 솜털 베레모,3,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 밀리라 재단 작업대(1304)",T:Milira_PlushBeret
밀리라 시그룬 파워 아머,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_MarinePowerArmor
밀리라 시그룬 파워 헬멧,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_MarinePowerHelmet
밀리라 식용 색소,3,전기 스토브,170,"전기 스토브(170), 스토브(170), 태양 조리대(296)",T:Dellin_EdiblePigment
밀리라 쌍치도,1,밀리라 범용 작업대,12174,밀리라 범용 작업대(12174),T:Milira_PoleBlade
밀리라 아르테미스 갑옷 (강습형),1,태양 용광로,17143,태양 용광로(17143),T:Milira_ArtemisArmor
밀리라 아르테미스 갑옷 (수호형),1,태양 용광로,17143,태양 용광로(17143),T:Milira_ArtemisArmorII
밀리라 아르테미스 눈,1,태양 용광로,25714,태양 용광로(25714),T:Milira_ArtemisHelmet
밀리라 아스테리아 제복,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_NavigatorUniform
밀리라 안경,3,전기 재봉 작업대,522,"전기 재봉 작업대(522), 재봉 작업대(571), 밀리라 재단 작업대(652)",T:Milira_Glasses
밀리라 안전모,4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_SafetyHelmet
밀리라 양날검,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_Rakuyo
밀리라 에너지 응집기,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_ChargeAccumulatorI
밀리라 에너지 응집기 M2,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_ChargeAccumulatorII
밀리라 에너지 응집기 M3,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_ChargeAccumulatorIII
