이름,defName,출처 모드,하부구조(중력선 바닥),제공 지형 조건,건설 비용,작업량,아름다움,청결,위에 덮기 가능,연구
화강암 무작위 거친 타일,KS_StoneRandomRoughGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 무작위 거친 혼합 타일,KS_StoneRandomRoughMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 무작위 길이 거친 타일,KS_StoneRandomLengthsRoughGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 무작위 길이 거친 혼합 타일,KS_StoneRandomLengthsRoughMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 무작위 길이 타일,KS_StoneRandomLengthsGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 무작위 길이 혼합 타일,KS_StoneRandomLengthsMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 무작위 타일,KS_StoneRandomGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 무작위 혼합 타일,KS_StoneRandomMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 물고기 비늘 포장,KS_StoneFishScaleGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 바람개비 타일,KS_StonePinwheelGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 바스켓 위브 타일,KS_StoneBasketWeaveGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 세로 직조 타일,KS_VStoneBraidedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 10,1500,2,,예,stonecutting
화강암 소형 격자 혼합 타일,KS_StoneTinySimpleMosaicGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1800,1,,예,stonecutting
화강암 안쪽 모서리 직조 타일,KS_IStoneBraidedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 10,1500,2,,예,stonecutting
화강암 엇갈린 거친 타일,KS_StoneStaggeredRoughGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 엇갈린 거친 혼합 타일,KS_StoneStaggeredRoughMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 엇갈린 타일,KS_StoneStaggeredGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 엇갈린 혼합 타일,KS_StoneStaggeredMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 원형 포장,KS_StoneCircularRoughGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 육각 거친 타일,KS_StoneHexagonRoughGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 육각 거친 혼합 타일,KS_StoneHexagonRoughMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,500,0,,예,stonecutting
화강암 육각 타일,KS_StoneHexagonGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 육각 혼합 타일,KS_StoneHexagonMixedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 이중 마름모 타일,KS_StoneDoubleDiamondGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,2100,3,,예,stonecutting
화강암 자갈 포장,KS_StoneGravelGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 2,400,0,,예,stonecutting
화강암 직조 팔각 타일,KS_StoneBraidedOctagonGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 15,1500,2,,예,stonecutting
화강암 질감 판석,KS_StoneSlabsTexturedGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,2100,3,,예,stonecutting
화강암 창살 타일,KS_StoneWindowpaneGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,2100,3,,예,stonecutting
화강암 체크무늬 타일,KS_StoneChequeredGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,1500,3,,예,stonecutting
화강암 판석,KS_StoneSlabsGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 팔각 사각 타일,KS_StoneOctasquareGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 헤링본 타일,KS_StoneHerringboneGranite,Flooring Floors,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
중력합금 타일,Tile_Gravitonium,GravTech,,"Light,Medium,Heavy,Walkable",Gravitonium 4,4200,5,0.8,예,"grav forge, sterile materials"
균사 자갈,FungalGravel,Ideology DLC,,"Light,Medium,Heavy,Walkable",,1000,-1,-1,예,
노란 마인드벤드 양탄자,Carpet_MindbendE,Ideology DLC,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
다이아몬드 마인드벤드 양탄자,Carpet_MindbendA,Ideology DLC,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
대리석 스파이크코어 바닥,Tile_SpikecoreMarble,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksMarble 20,5000,3,,예,stonecutting
보라색 마인드벤드 양탄자,Carpet_MindbendB,Ideology DLC,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
사암 스파이크코어 바닥,Tile_SpikecoreSandstone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksSandstone 20,5000,3,,예,stonecutting
석회암 스파이크코어 바닥,Tile_SpikecoreLimestone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksLimestone 20,5000,3,,예,stonecutting
섬뜩한 대리석 바닥,Tile_MorbidMarble,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksMarble 20,5000,3,,예,stonecutting
섬뜩한 사암 바닥,Tile_MorbidSandstone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksSandstone 20,5000,3,,예,stonecutting
섬뜩한 석회암 바닥,Tile_MorbidLimestone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksLimestone 20,5000,3,,예,stonecutting
섬뜩한 점판암 바닥,Tile_MorbidSlate,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksSlate 20,5000,3,,예,stonecutting
섬뜩한 진공암 바닥,Tile_MorbidVacstone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksVacstone 20,5000,3,,예,stonecutting
섬뜩한 화강암 바닥,Tile_MorbidGranite,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,5000,3,,예,stonecutting
스파이크코어 철판,Plates_Spikecore,Ideology DLC,,"Light,Medium,Heavy,Walkable",Steel 12,5000,3,,예,
육각 바닥,Tile_Transhumanist,Ideology DLC,,"Light,Medium,Heavy,Walkable",Steel 12,5000,3,,예,
점판암 스파이크코어 바닥,Tile_SpikecoreSlate,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksSlate 20,5000,3,,예,stonecutting
진공암 스파이크코어 바닥,Tile_SpikecoreVacstone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksVacstone 20,5000,3,,예,stonecutting
초록 마인드벤드 양탄자,Carpet_MindbendC,Ideology DLC,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
토템 널판장,Boards_Totemic,Ideology DLC,,"Light,Medium,Heavy,Walkable",WoodLog 20,5000,3,,예,
토템 대리석 바닥,Tile_TotemicMarble,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksMarble 20,5000,3,,예,stonecutting
토템 사암 바닥,Tile_TotemicSandstone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksSandstone 20,5000,3,,예,stonecutting
토템 석회암 바닥,Tile_TotemicLimestone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksLimestone 20,5000,3,,예,stonecutting
토템 점판암 바닥,Tile_TotemicSlate,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksSlate 20,5000,3,,예,stonecutting
토템 진공암 바닥,Tile_TotemicVacstone,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksVacstone 20,5000,3,,예,stonecutting
토템 화강암 바닥,Tile_TotemicGranite,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,5000,3,,예,stonecutting
파란 마인드벤드 양탄자,Carpet_MindbendD,Ideology DLC,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
화강암 스파이크코어 바닥,Tile_SpikecoreGranite,Ideology DLC,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,5000,3,,예,stonecutting
간단한 초월공학 바닥,FloorArchotechOwO,More Archotech Garbage (Continued),,"Light,Medium,Heavy","Plasteel 3, ArchotechScrap 1",12000,20,1.2,예,Archotech Fundamentals
간단한 초월공학 토양,MAG_PrimitiveArchotechSoil,More Archotech Garbage (Continued),,"Walkable,Light,Medium,Heavy,GrowSoil,Diggable",ArchotechScrap 1,150,0,0,예,
깔끔한 초월공학 다리,FloorArchotechOwO_Bridge,More Archotech Garbage (Continued),,"Light,Medium,Heavy","Plasteel 4, ArchotechScrap 1",12000,20,1.2,예,Archotech Fundamentals
초월공학 다리,FloorArchotechUwU_Bridge,More Archotech Garbage (Continued),,"Light,Medium,Heavy","Plasteel 4, ArchotechScrap 1",12000,20,1.2,예,Archotech Fundamentals
초월공학 바닥,FloorArchotechUwU,More Archotech Garbage (Continued),,"Light,Medium,Heavy","Plasteel 3, ArchotechScrap 1",12000,20,1.2,예,Archotech Fundamentals
진공암 바닥,TileVacstone,Odyssey DLC,,"Light,Medium,Heavy,Walkable",BlocksVacstone 4,1100,1,,예,stonecutting
진공암 판석,FlagstoneVacstone,Odyssey DLC,,"Light,Medium,Heavy,Walkable",BlocksVacstone 4,500,0,,예,
금제 격자 바닥,RB_GoldGrateTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Gold 40,1000,8,0.2,예,smithing
금제 단추 바닥,RB_GoldStuddedTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Gold 70,850,11,0.2,예,smithing
나무 육각 바닥,RB_WoodPlankFloor_Transhumanist,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",WoodLog 3,85,,,예,
멋진 나무 바닥,RB_FinePlankWood,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",WoodLog 15,385,2,,예,
은제 격자 바닥,RB_SilverGrateTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Silver 40,1000,2,0.2,예,smithing
은제 단추 바닥,RB_SilverStuddedTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Silver 70,850,4,0.2,예,smithing
철제 격자 바닥,RB_MetalGrateTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Steel 4,1000,0,0.2,예,smithing
철제 단추 바닥,RB_MetalStuddedTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Steel 7,850,0,0.2,예,smithing
포장된 육각 타일,RB_PavedTile_Transhumanist,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable",Steel 2,300,,,예,stonecutting
향균 격자 바닥,RB_SterileGrateTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable","Steel 2, Silver 8",1800,-1,0.6,예,sterile materials
향균 단추 바닥,RB_SterileStuddedTile,ReBuild: Doors and Corners,,"Light,Medium,Heavy,Walkable","Steel 3, Silver 12",1650,-1,0.6,예,sterile materials
멋진 대리석 바닥,FineTileMarble,Royalty DLC,,"Light,Medium,Heavy,Walkable",BlocksMarble 20,5000,3,,예,stonecutting
멋진 사암 바닥,FineTileSandstone,Royalty DLC,,"Light,Medium,Heavy,Walkable",BlocksSandstone 20,5000,3,,예,stonecutting
멋진 석회암 바닥,FineTileLimestone,Royalty DLC,,"Light,Medium,Heavy,Walkable",BlocksLimestone 20,5000,3,,예,stonecutting
멋진 점판암 바닥,FineTileSlate,Royalty DLC,,"Light,Medium,Heavy,Walkable",BlocksSlate 20,5000,3,,예,stonecutting
멋진 진공암 바닥,FineTileVacstone,Royalty DLC,,"Light,Medium,Heavy,Walkable",BlocksVacstone 20,5000,3,,예,stonecutting
멋진 화강암 바닥,FineTileGranite,Royalty DLC,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,5000,3,,예,stonecutting
빈 지형,VEF_NullTerrain,Vanilla Expanded Framework,,"Light,Medium,Heavy,Walkable",,,,,예,
프리팹 경계 (노란색),VEF_PrefabBorderYellow,Vanilla Expanded Framework,,"Light,Medium,Heavy,Walkable",,,,,예,
프리팹 경계 (빨간색),VEF_PrefabBorderRed,Vanilla Expanded Framework,,"Light,Medium,Heavy,Walkable",,,,,예,
프리팹 경계 (초록색),VEF_PrefabBorderGreen,Vanilla Expanded Framework,,"Light,Medium,Heavy,Walkable",,,,,예,
프리팹 경계 (파란색),VEF_PrefabBorderBlue,Vanilla Expanded Framework,,"Light,Medium,Heavy,Walkable",,,,,예,
프리팹 경계 (흰색),VEF_PrefabBorderWhite,Vanilla Expanded Framework,,"Light,Medium,Heavy,Walkable",,,,,예,
멋진 대리석 기업 타일,VME_CorporateFineTileMarble,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksMarble 20,5000,3,,예,"stonecutting, stonecutting"
멋진 대리석 신토 타일,VME_ShintaoFineTileMarble,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksMarble 20,5000,3,,예,"stonecutting, stonecutting"
멋진 사암 기업 타일,VME_CorporateFineTileSandstone,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksSandstone 20,5000,3,,예,"stonecutting, stonecutting"
멋진 사암 신토 타일,VME_ShintaoFineTileSandstone,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksSandstone 20,5000,3,,예,"stonecutting, stonecutting"
멋진 석회암 기업 타일,VME_CorporateFineTileLimestone,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksLimestone 20,5000,3,,예,"stonecutting, stonecutting"
멋진 석회암 신토 타일,VME_ShintaoFineTileLimestone,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksLimestone 20,5000,3,,예,"stonecutting, stonecutting"
멋진 암청 신토 양탄자,VME_ShintaoCarpetFineIndigo,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
멋진 점판암 기업 타일,VME_CorporateFineTileSlate,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksSlate 20,5000,3,,예,"stonecutting, stonecutting"
멋진 점판암 신토 타일,VME_ShintaoFineTileSlate,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksSlate 20,5000,3,,예,"stonecutting, stonecutting"
멋진 진홍색 신토 양탄자,VME_ShintaoCarpetFineBurgundy,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
멋진 하얀 신토 양탄자,VME_ShintaoCarpetFineWhite,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 35,4000,4,,예,carpet-making
멋진 화강암 기업 타일,VME_CorporateFineTileGranite,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,5000,3,,예,"stonecutting, stonecutting"
멋진 화강암 신토 타일,VME_ShintaoFineTileGranite,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",BlocksGranite 20,5000,3,,예,"stonecutting, stonecutting"
붉은 신토 양탄자,VME_ShintaoCarpetRed,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 7,800,2,,예,carpet-making
암회색 신토 양탄자,VME_ShintaoCarpetDark,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 7,800,2,,예,carpet-making
초록 신토 양탄자,VME_ShintaoCarpetGreen,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 7,800,2,,예,carpet-making
크림 신토 양탄자,VME_ShintaoCarpetCream,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 7,800,2,,예,carpet-making
파란 신토 양탄자,VME_ShintaoCarpetBlue,Vanilla Ideology Expanded - Memes and Structures,,"Light,Medium,Heavy,Walkable",Cloth 7,800,2,,예,carpet-making
경작 토양,VCE_TilledSoil,Vanilla Plants Expanded,,"Light,Medium,Heavy,GrowSoil,Diggable",,800,-1,-1,예,
쓰레기 바닥,VRecyclingE_TrashBrickFloor,Vanilla Recycling Expanded,,"Light,Medium,Heavy,Walkable",VRecyclingE_TrashBrick 4,400,0,,예,complex recycling
금제 바닥,GoldTile,코어,,"Light,Medium,Heavy,Walkable",Gold 70,800,11,0.2,예,smithing
나무 바닥,WoodPlankFloor,코어,,"Light,Medium,Heavy,Walkable",WoodLog 3,85,,,예,
대리석 바닥,TileMarble,코어,,"Light,Medium,Heavy,Walkable",BlocksMarble 4,1100,1,,예,stonecutting
대리석 판석,FlagstoneMarble,코어,,"Light,Medium,Heavy,Walkable",BlocksMarble 4,500,0,,예,
멍석,StrawMatting,코어,,"Light,Medium,Heavy,Walkable",Hay 2,120,-1,-0.1,예,
사암 바닥,TileSandstone,코어,,"Light,Medium,Heavy,Walkable",BlocksSandstone 4,1100,1,,예,stonecutting
사암 판석,FlagstoneSandstone,코어,,"Light,Medium,Heavy,Walkable",BlocksSandstone 4,500,0,,예,
석회암 바닥,TileLimestone,코어,,"Light,Medium,Heavy,Walkable",BlocksLimestone 4,1100,1,,예,stonecutting
석회암 판석,FlagstoneLimestone,코어,,"Light,Medium,Heavy,Walkable",BlocksLimestone 4,500,0,,예,
은제 바닥,SilverTile,코어,,"Light,Medium,Heavy,Walkable",Silver 70,800,4,0.2,예,smithing
점판암 바닥,TileSlate,코어,,"Light,Medium,Heavy,Walkable",BlocksSlate 4,1100,1,,예,stonecutting
점판암 판석,FlagstoneSlate,코어,,"Light,Medium,Heavy,Walkable",BlocksSlate 4,500,0,,예,
철제 바닥,MetalTile,코어,,"Light,Medium,Heavy,Walkable",Steel 7,800,0,0.2,예,smithing
콘크리트,Concrete,코어,,"Light,Medium,Heavy,Walkable",Steel 1,100,-1,,예,stonecutting
포장 바닥,PavedTile,코어,,"Light,Medium,Heavy,Walkable",Steel 2,300,,,예,stonecutting
항균 바닥,SterileTile,코어,,"Light,Medium,Heavy,Walkable","Steel 3, Silver 12",1600,-1,0.6,예,sterile materials
화강암 바닥,TileGranite,코어,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,1100,1,,예,stonecutting
화강암 판석,FlagstoneGranite,코어,,"Light,Medium,Heavy,Walkable",BlocksGranite 4,500,0,,예,
