방/갑판,건물,defName,모드,x(좌상),y(좌상),가로,세로,작업칸,전력(W),연결 설비 수,연결 보너스
시체·부산물 가공실,바이스,HobbesLink_Vice,Even More Linkables Reupload,105,82,1,1,,0.0,,
시체·부산물 가공실,바이스,HobbesLink_Vice,Even More Linkables Reupload,106,84,1,1,,0.0,,
시체·부산물 가공실,바이스,HobbesLink_Vice,Even More Linkables Reupload,112,83,1,1,,0.0,,
시체·부산물 가공실,부검 테이블,TableAutopsy,Harvest Organs Post Mortem Continued,104,69,2,1,"103,69",0.0,,
시체·부산물 가공실,산소 펌프,OxygenPump,Odyssey DLC,103,86,1,1,,-150.0,,
시체·부산물 가공실,산소 펌프,OxygenPump,Odyssey DLC,105,87,1,1,,-150.0,,
시체·부산물 가공실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,112,75,1,1,,-75.0,,
시체·부산물 가공실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,112,80,1,1,,-75.0,,
시체·부산물 가공실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,110,78,1,1,,-75.0,,
시체·부산물 가공실,생명 정수 추출기,MiliraExpandedXY_LifeEssenceExtractor,Milira Expanded - Future Technology,105,70,3,2,"106,69",-600.0,,
시체·부산물 가공실,석재 절삭대,TableStonecutter,코어,110,81,3,1,"111,82",0.0,9,작업 속도 계수 +145%
시체·부산물 가공실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,106,81,2,2,,-25.0,,
시체·부산물 가공실,전기 도축 작업대,VFE_TableButcherElectric,Vanilla Furniture Expanded - Production,110,75,1,3,"109,76",-350.0,8,작업 속도 계수 +115%
시체·부산물 가공실,전기 석재 절삭대,VFE_TableStonecutterElectric,Vanilla Furniture Expanded - Production,112,76,1,3,"111,77",-250.0,10,작업 속도 계수 +160%
시체·부산물 가공실,전기 재활용 작업대,VRecyclingE_ElectricRecyclingWorkbench,Vanilla Recycling Expanded,103,82,1,3,"104,82",-250.0,5,작업 속도 계수 +75%
시체·부산물 가공실,전기 재활용 작업대,VRecyclingE_ElectricRecyclingWorkbench,Vanilla Recycling Expanded,105,83,3,1,"107,84",-250.0,5,작업 속도 계수 +75%
시체·부산물 가공실,전기 화장터,ElectricCrematorium,코어,104,79,3,2,"105,78",-250.0,9,작업 속도 계수 +150%
시체·부산물 가공실,주방 컵보드,KitchenCupboard,More Linkables,105,72,1,1,,0.0,,
시체·부산물 가공실,주방 컵보드,KitchenCupboard,More Linkables,106,72,1,1,,0.0,,
시체·부산물 가공실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,103,81,3,1,,-25.0,,
시체·부산물 가공실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,113,76,1,3,,-25.0,,
시체·부산물 가공실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,110,74,3,1,,-25.0,,
시체·부산물 가공실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,105,84,1,3,,-25.0,,
시체·부산물 가공실,향상된 캐비닛,ToolCabinetA,More Linkables,110,83,2,1,,0.0,,
실체 격리 전실,산소 펌프,OxygenPump,Odyssey DLC,141,1,1,1,,-150.0,,
실체보관실,산소 펌프,OxygenPump,Odyssey DLC,115,2,1,1,,-150.0,,
실체보관실,산소 펌프,OxygenPump,Odyssey DLC,115,23,1,1,,-150.0,,
실체보관실,산소 펌프,OxygenPump,Odyssey DLC,117,1,1,1,,-150.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,118,2,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,122,2,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,126,2,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,130,2,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,134,2,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,138,2,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,118,6,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,122,6,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,126,6,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,130,6,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,134,6,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,138,6,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,118,10,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,122,10,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,126,10,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,130,10,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,134,10,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,138,10,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,118,14,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,122,14,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,126,14,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,130,14,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,134,14,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,138,14,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,118,18,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,122,18,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,126,18,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,130,18,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,134,18,1,2,,-100.0,,
실체보관실,생체강 수확기,BioferriteHarvester,Anomaly DLC,138,18,1,2,,-100.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,116,2,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,120,2,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,124,2,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,128,2,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,132,2,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,136,2,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,116,6,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,120,6,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,124,6,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,128,6,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,132,6,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,136,6,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,116,10,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,120,10,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,124,10,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,128,10,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,132,10,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,136,10,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,116,14,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,120,14,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,124,14,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,128,14,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,132,14,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,136,14,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,116,18,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,120,18,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,124,18,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,128,18,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,132,18,2,2,,-150.0,,
실체보관실,중력 구속대,GravHoldingPlatform,Anomaly for Gravship,136,18,2,2,,-150.0,,
실체보관실,중력 파편 억제기,GravShardInhibitor,Anomaly for Gravship,117,22,1,1,,0.0,,
실체보관실,중력 파편 억제기,GravShardInhibitor,Anomaly for Gravship,129,22,1,1,,0.0,,
실체보관실,중력 파편 억제기,GravShardInhibitor,Anomaly for Gravship,137,22,1,1,,0.0,,
약품 가공실,과학자 캐비닛,ToolCabinetC,More Linkables,6,44,2,1,,-250.0,,
약품 가공실,기계 캐비닛,ToolCabinetB,More Linkables,8,44,2,1,,0.0,,
약품 가공실,대형 적재함(대량),jdgg_MassCargoHold,Cargo Holds,5,39,5,5,,0.0,,
약품 가공실,도구 수납장,ToolCabinet,코어,19,43,1,2,,0.0,,
약품 가공실,모에로틀 제약대,Axolotl_GrindingTable,MoeLotl Race,13,39,1,1,"12,39",0.0,4,작업 속도 계수 +60%
약품 가공실,산소 펌프,OxygenPump,Odyssey DLC,4,44,1,1,,-150.0,,
약품 가공실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,11,41,1,1,,-75.0,,
약품 가공실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,14,39,2,2,,-25.0,,
약품 가공실,약물 수납장,VFE_DrugCabinet,Vanilla Furniture Expanded - Production,4,40,1,2,,0.0,,
약품 가공실,약물 수납장,VFE_DrugCabinet,Vanilla Furniture Expanded - Production,4,42,1,2,,0.0,,
약품 가공실,약물 연구대,DrugLab,코어,11,42,3,1,"12,43",0.0,11,작업 속도 계수 +110%
약품 가공실,원심분리기,HobbesLink_Centrifuge,Even More Linkables Reupload,12,44,1,1,,-25.0,,
약품 가공실,전기 약물 연구대,VFE_TableDrugLabElectric,Vanilla Furniture Expanded - Production,11,40,3,1,"12,41",-400.0,15,작업 속도 계수 +155%
약품 가공실,정수지주,Axolotl_DeputyStove_Industrial,MoeLotl Race,1,39,1,1,,0.0,,
약품 가공실,정수지주,Axolotl_DeputyStove_Industrial,MoeLotl Race,4,39,1,1,,0.0,,
약품 가공실,증류기,HobbesLink_Still,Even More Linkables Reupload,10,43,1,1,,-25.0,,
약품 가공실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,10,40,1,3,,-25.0,,
약품 가공실,탁상용 가열판,HobbesLink_TabletopStove,Even More Linkables Reupload,11,43,1,1,,-25.0,,
약품 가공실,탁상용 시험관 거치대,HobbesLink_TabletopLabTubeRack,Even More Linkables Reupload,11,44,1,1,,-25.0,,
약품 가공실,탁상용 원심분리기,HobbesLink_TabletopCentrifuge,Even More Linkables Reupload,18,40,1,1,,-25.0,,
약품 가공실,통천의,Axolotl_AlchemyStove_Industrial,MoeLotl Race,2,39,2,2,"1,40",0.0,,
약품 가공실,향상된 캐비닛,ToolCabinetA,More Linkables,18,39,2,1,,0.0,,
약품 가공실,회전 증발기,HobbesLink_Rotovape,Even More Linkables Reupload,16,39,2,2,,-75.0,,
연구실,"""토네이도"" 이온 회전포",MiliraImperiumTurret_MiniGun,Milira Faction: Milira Imperium,103,30,2,2,,0.0,,
연구실,//양자 연산기·엔트로피//,CMC_CommConsole,CeleTech Arsenal MKIII,125,40,2,2,,-400.0,,
연구실,개인용 컴퓨터,HobbesLink_PersonalComputer,Even More Linkables Reupload,123,39,1,1,,-25.0,,
연구실,개인용 컴퓨터,HobbesLink_PersonalComputer,Even More Linkables Reupload,124,39,1,1,,-25.0,,
연구실,개인용 컴퓨터,HobbesLink_PersonalComputer,Even More Linkables Reupload,117,41,1,1,,-25.0,,
연구실,개인용 컴퓨터,HobbesLink_PersonalComputer,Even More Linkables Reupload,117,42,1,1,,-25.0,,
연구실,고급 복합 분석기,AdvancedMultiAnalyzer,More Linkables,125,42,2,3,,-500.0,,
연구실,과학자 캐비닛,ToolCabinetC,More Linkables,117,38,1,2,,-250.0,,
연구실,기계 캐비닛,ToolCabinetB,More Linkables,106,44,2,1,,0.0,,
연구실,도구 수납장,ToolCabinet,코어,119,35,2,1,,0.0,,
연구실,복합 분석기,MultiAnalyzer,코어,126,38,2,2,,-200.0,,
연구실,산소 펌프,OxygenPump,Odyssey DLC,103,43,1,1,,-150.0,,
연구실,산소 펌프,OxygenPump,Odyssey DLC,105,44,1,1,,-150.0,,
연구실,산소 펌프,OxygenPump,Odyssey DLC,104,43,1,1,,-150.0,,
연구실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,113,42,1,1,,-75.0,,
연구실,서류 캐비닛,Misc_FileCabinet,Vanilla Furniture Expanded,121,35,1,1,,0.0,,
연구실,서류 캐비닛,Misc_FileCabinet,Vanilla Furniture Expanded,123,38,1,1,,0.0,,
연구실,서버 랙,HobbesLink_ServerRack,Even More Linkables Reupload,121,41,1,1,,-50.0,,
연구실,서버 랙,HobbesLink_ServerRack,Even More Linkables Reupload,121,40,1,1,,-50.0,,
연구실,서버 랙,HobbesLink_ServerRack,Even More Linkables Reupload,121,39,1,1,,-50.0,,
연구실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,111,40,2,2,,-25.0,,
연구실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,127,43,2,2,,-25.0,,
연구실,식물 배양실,HobbesLink_BotanicalEnclosure,Even More Linkables Reupload,120,38,1,5,,-150.0,,
연구실,약물 수납장,VFE_DrugCabinet,Vanilla Furniture Expanded - Production,105,43,2,1,,0.0,,
연구실,약물 수납장,VFE_DrugCabinet,Vanilla Furniture Expanded - Production,111,38,2,1,,0.0,,
연구실,오로라 핵,EccentricAuroraCore,Eccentric Tech - Core,118,33,2,2,,-250.0,,
연구실,오토클레이브,HobbesLink_Autoclave,Even More Linkables Reupload,129,44,1,1,,-37.0,,
연구실,오토클레이브,HobbesLink_Autoclave,Even More Linkables Reupload,129,30,1,1,,-37.0,,
연구실,원심분리기,HobbesLink_Centrifuge,Even More Linkables Reupload,121,42,1,1,,-25.0,,
연구실,원심분리기,HobbesLink_Centrifuge,Even More Linkables Reupload,117,43,1,1,,-25.0,,
연구실,증류기,HobbesLink_Still,Even More Linkables Reupload,121,38,1,1,,-25.0,,
연구실,첨단 연구 작업대,HiTechResearchBench,코어,118,38,2,5,"117,40",-250.0,27,연구 속도 계수 +311%
연구실,첨단 연구 작업대,HiTechResearchBench,코어,123,40,2,5,"122,42",-250.0,27,연구 속도 계수 +311%
연구실,초월공학 연구 보조기,ArchoDecipherAI,More Archotech Garbage (Continued),118,43,2,2,,0.0,,
연구실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,111,39,3,1,,-25.0,,
연구실,탁상용 가열판,HobbesLink_TabletopStove,Even More Linkables Reupload,118,35,1,1,,-25.0,,
연구실,탁상용 시험관 거치대,HobbesLink_TabletopLabTubeRack,Even More Linkables Reupload,117,34,1,1,,-25.0,,
연구실,탁상용 시험관 거치대,HobbesLink_TabletopLabTubeRack,Even More Linkables Reupload,129,34,1,1,,-25.0,,
연구실,탁상용 실험 기기,HobbesLink_TabletopLabMachine,Even More Linkables Reupload,121,33,1,1,,-25.0,,
연구실,탁상용 실험 스캐너,HobbesLink_TabletopLabScanner,Even More Linkables Reupload,120,34,1,1,,-25.0,,
연구실,탁상용 실험 현미경,HobbesLink_TabletopLabMicroscope,Even More Linkables Reupload,125,39,1,1,,-25.0,,
연구실,탁상용 오실로스코프,HobbesLink_TabletopOscilloscope,Even More Linkables Reupload,127,40,1,1,,-25.0,,
연구실,탁상용 원심분리기,HobbesLink_TabletopCentrifuge,Even More Linkables Reupload,117,35,1,1,,-25.0,,
연구실,향상된 캐비닛,ToolCabinetA,More Linkables,111,42,2,1,,0.0,,
연구실,혈청 연구대,SerumCentrifuge,Anomaly DLC,113,40,2,2,"114,39",-375.0,15,작업 속도 계수 +155%
연구실,회전 증발기,HobbesLink_Rotovape,Even More Linkables Reupload,120,43,2,2,,-75.0,,
연료실,대형 화학연료 탱크,LargeChemfuelTank,Odyssey DLC,113,97,3,3,,0.0,,
연료실,대형 화학연료 탱크,LargeChemfuelTank,Odyssey DLC,103,99,3,3,,0.0,,
연료실,대형 화학연료 탱크,LargeChemfuelTank,Odyssey DLC,113,100,3,3,,0.0,,
연료실,대형 화학연료 탱크,LargeChemfuelTank,Odyssey DLC,103,102,3,3,,0.0,,
연료실,산소 펌프,OxygenPump,Odyssey DLC,106,103,1,1,,-150.0,,
연료실,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,103,97,1,1,,0.0,,
연료실,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,115,103,1,1,,0.0,,
연료실,중력 화학반응로,GravChemreactor_GT,GravTech,107,93,2,2,,-2000.0,,
연료실,중력 화학연료 탱크,AdvShip_GravChemfuelTank,GravTech,103,93,4,4,,0.0,,
연료실,중력 화학연료 탱크,AdvShip_GravChemfuelTank,GravTech,110,93,4,4,,0.0,,
예비 발전실,고급 보호막 생성기,AdvShip_ShieldGenerator,GravTech,117,93,3,3,,-1100.0,,
예비 발전실,산소 펌프,OxygenPump,Odyssey DLC,117,103,1,1,,-150.0,,
예비 발전실,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,127,93,1,1,,0.0,,
예비 발전실,영점 반응로,CMC_ZPReactor_Large,CeleTech Arsenal MKIII,120,93,3,3,,80000.0,,
예비 발전실,영점 반응로,CMC_ZPReactor_Large,CeleTech Arsenal MKIII,124,93,3,3,,80000.0,,
오락·도서실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,61,50,2,1,,-300.0,,
오락·도서실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,64,57,2,1,,-300.0,,
오락·도서실,고급 보호막 생성기,AdvShip_ShieldGenerator,GravTech,50,50,3,3,,-1100.0,,
오락·도서실,과학자 캐비닛,ToolCabinetC,More Linkables,63,50,2,1,,-250.0,,
오락·도서실,기계 캐비닛,ToolCabinetB,More Linkables,65,50,2,1,,0.0,,
오락·도서실,도구 수납장,ToolCabinet,코어,67,50,1,2,,0.0,,
오락·도서실,밀리언 충전기,Milian_Recharger,Milira Race,57,50,1,1,,-240.0,,
오락·도서실,밀리언 충전기,Milian_Recharger,Milira Race,58,50,1,1,,-240.0,,
오락·도서실,바이스,HobbesLink_Vice,Even More Linkables Reupload,64,54,1,1,,0.0,,
오락·도서실,바이스,HobbesLink_Vice,Even More Linkables Reupload,64,52,1,1,,0.0,,
오락·도서실,바이스,HobbesLink_Vice,Even More Linkables Reupload,65,54,1,1,,0.0,,
오락·도서실,산소 펌프,OxygenPump,Odyssey DLC,50,60,1,1,,-150.0,,
오락·도서실,산소 펌프,OxygenPump,Odyssey DLC,52,61,1,1,,-150.0,,
오락·도서실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,61,54,1,1,,-75.0,,
오락·도서실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,61,58,1,1,,-75.0,,
오락·도서실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,62,51,2,2,,-25.0,,
오락·도서실,조소 작업대,TableSculpting,코어,61,57,3,1,"62,58",0.0,10,작업 속도 계수 +160%
오락·도서실,조소 작업대,TableSculpting,코어,61,51,1,3,"60,52",0.0,10,작업 속도 계수 +160%
오락·도서실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,62,53,3,1,,-25.0,,
오락·도서실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,63,58,3,1,,-25.0,,
오락·도서실,플라즈마 근접 방어 체계,MiliraImperiumTurret_PointDefense,Milira Faction: Milira Imperium,54,50,3,3,,0.0,,
오락·도서실,향상된 캐비닛,ToolCabinetA,More Linkables,62,54,2,1,,0.0,,
오락·도서실,훈련용 콘솔,TrainingConsole,Training Console,53,50,1,1,"53,51",-550.0,,
유전자 연구소,"""토네이도"" 이온 회전포",MiliraImperiumTurret_MiniGun,Milira Faction: Milira Imperium,133,70,2,2,,0.0,,
유전자 연구소,만능 유전자 컴파일러,UniversalGeneCompiler,UniversalGeneCompiler,138,58,6,3,,-600.0,,
유전자 연구소,산소 펌프,OxygenPump,Odyssey DLC,135,70,1,1,,-150.0,,
유전자 연구소,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,133,65,1,1,,0.0,,
유전자 연구소,유전자 배양기,MEXY_GeneCultivator,Milira Expanded - Future Technology,133,63,3,2,"134,65",-900.0,,
유전자 연구소,유전자 저장 확장기,UGC_GeneStorageExtender,UniversalGeneCompiler,133,60,1,1,,-100.0,,
유전자 연구소,유전자 저장 확장기,UGC_GeneStorageExtender,UniversalGeneCompiler,143,63,1,1,,-100.0,,
유전자 연구소,유전자 저장고,GeneBank,Biotech DLC,136,58,1,2,,-40.0,,
유전자 연구소,유전자 저장고,GeneBank,Biotech DLC,142,68,2,1,,-40.0,,
유전자 연구소,유전자 저장고,GeneBank,Biotech DLC,133,69,2,1,,-40.0,,
유전자 연구소,유전자 저장고,GeneBank,Biotech DLC,142,69,2,1,,-40.0,,
유전자 연구소,유전자 조합기,GeneAssembler,Biotech DLC,133,58,3,2,"134,60",-100.0,,
유전자 연구소,유전자 종합 분석기,MEXY_GeneComprehensiveAnalyzer,Milira Expanded - Future Technology,141,64,3,2,"142,63",-900.0,,
유전자 연구소,유전자 처리기,GeneProcessor,Biotech DLC,133,66,2,2,,-50.0,,
유전자 연구소,유전자 처리기,GeneProcessor,Biotech DLC,142,66,2,2,,-50.0,,
유전자 연구소,유전자 추출기,GeneExtractor,Biotech DLC,133,61,2,2,"135,62",-200.0,,
유전자 연구소,초월공학 유전자 추출기,MAG_ArchoGeneExtractor,More Archotech Garbage (Continued),142,61,2,2,"142,63",-400.0,,
의류 제작실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,121,86,1,1,,-435.0,,
의류 제작실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,126,87,1,1,,-435.0,,
의류 제작실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,126,86,1,1,,-435.0,,
의류 제작실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,122,83,1,1,,-435.0,,
의류 제작실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,126,84,1,2,,-300.0,,
의류 제작실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,121,83,1,2,,-300.0,,
의류 제작실,공업 선반,HobbesLink_Lathe,Even More Linkables Reupload,120,81,2,1,,-300.0,,
의류 제작실,과학자 캐비닛,ToolCabinetC,More Linkables,120,83,1,2,,-250.0,,
의류 제작실,기계 캐비닛,ToolCabinetB,More Linkables,119,77,2,1,,0.0,,
의류 제작실,대형 재봉 작업대,VFE_TableTailorLarge,Vanilla Furniture Expanded - Production,124,83,2,5,"123,85",-240.0,16,작업 속도 계수 +365%
의류 제작실,대형 적재함(대량),jdgg_MassCargoHold,Cargo Holds,115,83,5,5,,0.0,,
의류 제작실,도구 수납장,ToolCabinet,코어,127,84,2,1,,0.0,,
의류 제작실,바이스,HobbesLink_Vice,Even More Linkables Reupload,120,86,1,1,,0.0,,
의류 제작실,바이스,HobbesLink_Vice,Even More Linkables Reupload,122,81,1,1,,0.0,,
의류 제작실,산소 펌프,OxygenPump,Odyssey DLC,116,77,1,1,,-150.0,,
의류 제작실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,121,77,2,2,,-25.0,,
의류 제작실,우주 시대 선반,HobbesLink_Spacer_Lathe,Even More Linkables Reupload,120,87,3,1,,-600.0,,
의류 제작실,원심분리기,HobbesLink_Centrifuge,Even More Linkables Reupload,123,81,1,1,,-25.0,,
의류 제작실,재봉 작업 수납장,VFE_TailorCabinet,Vanilla Furniture Expanded - Production,123,77,2,1,,0.0,,
의류 제작실,재봉 작업 수납장,VFE_TailorCabinet,Vanilla Furniture Expanded - Production,125,77,2,1,,0.0,,
의류 제작실,전기 재봉 작업대,ElectricTailoringBench,코어,122,84,1,3,"121,85",-120.0,15,작업 속도 계수 +350%
의류 제작실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,126,83,3,1,,-25.0,,
의류 제작실,향상된 캐비닛,ToolCabinetA,More Linkables,119,78,2,1,,0.0,,
의식실,산소 펌프,OxygenPump,Odyssey DLC,103,23,1,1,,-150.0,,
의식실,산소 펌프,OxygenPump,Odyssey DLC,105,24,1,1,,-150.0,,
의식실,장막 진입 의식 장소,AL_RitualSpot,Ariandel Library,103,1,5,5,,0.0,,
의식실,중력 파편 신호기,GravShardBeacon,Anomaly for Gravship,111,1,1,1,,0.0,,
의식실,중력 파편 신호기,GravShardBeacon,Anomaly for Gravship,112,1,1,1,,0.0,,
의식실,초정신 의식 장소,PsychicRitualSpot,Anomaly DLC,108,1,3,3,,0.0,,
조종실,고급 중력부양선 컴퓨터 코어,AdvShip_ComputerCore,GravTech,85,63,3,3,,-1500.0,,
조종실,관리자 데이터베이스,CM_ManagerDatabase,Colony Manager Redux,95,63,2,2,,0.0,,
조종실,무역 보고 증서,ASReportsLog,Auto Seller,97,67,1,1,"96,67",0.0,,
조종실,범용 무역 통신기,alt4s_UniversalTradeConsole,Universal Trade Hub (continued),85,66,1,1,"85,67",-400.0,,
조종실,산소 펌프,OxygenPump,Odyssey DLC,85,73,1,1,,-150.0,,
조종실,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,85,69,1,1,,0.0,,
조종실,신호 교란기,SignalJammer,Odyssey DLC,96,65,2,2,,0.0,,
조종실,조종석 콘솔,PilotConsole,Odyssey DLC,90,72,3,2,"91,71",0.0,,
조종실,통신기,CommsConsole,코어,88,63,3,2,"89,65",-200.0,,
조종실,홀로그램 전투 지휘 통제 콘솔,CMC_CommandBench,CeleTech Arsenal MKIII,91,63,4,3,,-800.0,,
주방,"""토네이도"" 이온 회전포",MiliraImperiumTurret_MiniGun,Milira Faction: Milira Imperium,109,50,2,2,,0.0,,
주방,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,110,57,1,2,,-300.0,,
주방,과학자 캐비닛,ToolCabinetC,More Linkables,111,50,2,1,,-250.0,,
주방,그릴,VCE_Grill,Vanilla Cooking Expanded,111,60,1,1,"111,61",0.0,6,작업 속도 계수 +90%
주방,기계 캐비닛,ToolCabinetB,More Linkables,113,50,1,2,,0.0,,
주방,냉장 적재함(대량),jdgg_RefCargoHold,Cargo Holds,103,50,1,2,,-300.0,,
